bank_name,branch_name,location,city,review_text,rating,review_date
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 80000, Agadir","80000, Agadir",AGADIR,Mauvais service mauvaise bank,1 étoile,il y a un mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 80000, Agadir","80000, Agadir",AGADIR,"Espace accueillant, service agréable! Un grand merci pour  Mr. Nouamane pour son travail professionel !",5 étoiles,il y a 10 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 80000, Agadir","80000, Agadir",AGADIR,"Service express
Personnel sympa",5 étoiles,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 80000, Agadir","80000, Agadir",AGADIR,Rapide pour retrait 3 appareils,5 étoiles,il y a 2 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 80000, Agadir","80000, Agadir",AGADIR,Vous pouvez retirer jusqu'à 8 000 MD environ au distributeur automatique,5 étoiles,il y a 4 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 65 Av. Kadi Ayad, Agadir 80000","65 Av. Kadi Ayad, Agadir 80000",AGADIR,"Je tiens à vous faire part de mon profond mécontentement concernant les services offerts par votre agence. Il est regrettable que ma décision de transférer mon compte vers votre établissement se révèle être une des plus grandes erreurs de ma vie bancaire.

Je suis extrêmement déçu par la qualité lamentable de vos services. Le personnel de votre agence fait preuve d'un manque flagrant de professionnalisme, et le traitement de mes demandes a été, à plusieurs reprises, catastrophique. Les relations avec la clientèle laissent grandement à désirer, et l’arrogance de certains de vos employés est inacceptable.

Je vous exprime donc mon avis défavorable à l’égard de votre agence et vous informe que je suis fortement enclin à envisager des alternatives plus professionnelles pour la gestion de mes affaires bancaires.

Je vous prie de bien vouloir accuser réception de ce courrier et de prendre les mesures nécessaires pour remédier à cette situation, même si, à ce stade, ma confiance en vos services est gravement compromise",1 étoile,il y a 9 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 65 Av. Kadi Ayad, Agadir 80000","65 Av. Kadi Ayad, Agadir 80000",AGADIR,Perssonnel ne respecte pas l heure de travail et service partis pour manger!!,2 étoiles,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 65 Av. Kadi Ayad, Agadir 80000","65 Av. Kadi Ayad, Agadir 80000",AGADIR,Personnel sympathique et collaboratif,5 étoiles,il y a 9 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 65 Av. Kadi Ayad, Agadir 80000","65 Av. Kadi Ayad, Agadir 80000",AGADIR,Aucun problème jusqu'alors.,5 étoiles,il y a 9 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 65 Av. Kadi Ayad, Agadir 80000","65 Av. Kadi Ayad, Agadir 80000",AGADIR,"Services de mauvaise qualité, attente permanente, employé, se promène et prend son petit-déjeuner à 09h45, va déjeuner à 12h00.",1 étoile,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 9CXX+W65، Avenue Al Farabi, Agadir 80000","9CXX+W65، Avenue Al Farabi, Agadir 80000",AGADIR,Aucun numéro pour vous joindre. Pas pratique pour les personnes habitant loin ou à l’étranger. Pas top,1 étoile,il y a 7 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 9CXX+W65، Avenue Al Farabi, Agadir 80000","9CXX+W65، Avenue Al Farabi, Agadir 80000",AGADIR,Impossible de rejoindre l'agence par téléphone il faut absolument se déplacer. A quoi sert les agences dans les autres villes s'ils ne peuvent ou veulent rendre le service.,1 étoile,il y a 10 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 9CXX+W65، Avenue Al Farabi, Agadir 80000","9CXX+W65، Avenue Al Farabi, Agadir 80000",AGADIR,"C très chaotique, et y a un agent qui bavarde avec les gens qu’il connaît et laisse une foule attendre et ceci se répète à chaque fois j’y vais.",1 étoile,il y a 8 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 9CXX+W65، Avenue Al Farabi, Agadir 80000","9CXX+W65، Avenue Al Farabi, Agadir 80000",AGADIR,Trop de clients et les agents prennent leur temps. Ce qui se traduit par un temps d'attente énorme,1 étoile,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 9CXX+W65، Avenue Al Farabi, Agadir 80000","9CXX+W65، Avenue Al Farabi, Agadir 80000",AGADIR,"Très nul, manque de politesse, pas d'esprit de clientèle
je la recommande pas cette agence",1 étoile,il y a 2 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 9CXX+W65، Avenue Al Farabi, Agadir 80000","9CXX+W65، Avenue Al Farabi, Agadir 80000",AGADIR,L'accueil pas très sympa. On se fout des clients,1 étoile,il y a 3 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 9CXX+W65، Avenue Al Farabi, Agadir 80000","9CXX+W65، Avenue Al Farabi, Agadir 80000",AGADIR,La pire des banque qui existe sur terre cette banque devrait plus exister,1 étoile,il y a 2 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 9CXX+W65، Avenue Al Farabi, Agadir 80000","9CXX+W65، Avenue Al Farabi, Agadir 80000",AGADIR,Il est bien,4 étoiles,il y a 7 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 9CXX+W65، Avenue Al Farabi, Agadir 80000","9CXX+W65، Avenue Al Farabi, Agadir 80000",AGADIR,Services bancaires + GAB,3 étoiles,il y a 3 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 9CXX+W65، Avenue Al Farabi, Agadir 80000","9CXX+W65، Avenue Al Farabi, Agadir 80000",AGADIR,Nul,1 étoile,il y a 7 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK CCMH+VCP, Agadir 80000","CCMH+VCP, Agadir 80000",AGADIR,"Service minable, directeur d'agence minable, il préfère sortir prendre son petit déjeuner dans le café à côté au lieu de régler le problème des clients. Je ne comprends pas pourquoi il n'a pas été changé depuis 9ans dans le même poste.",1 étoile,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK CCMH+VCP, Agadir 80000","CCMH+VCP, Agadir 80000",AGADIR,Accueil et professionnel,5 étoiles,il y a 9 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK CCMH+VCP, Agadir 80000","CCMH+VCP, Agadir 80000",AGADIR,Agadir paradis de calme et des soléi,4 étoiles,il y a 8 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK CCMH+VCP, Agadir 80000","CCMH+VCP, Agadir 80000",AGADIR,"J'ai ouvert un compte bancaire. Et a été reçu de manière professionnelle et amicale par un personnel parlant anglais.
Merci beaucoup",5 étoiles,il y a un mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK CCMH+VCP, Agadir 80000","CCMH+VCP, Agadir 80000",AGADIR,"Un désastre à tous points de vue. La fenêtre est baissée la plupart du temps, surtout le week-end.
Le directeur de l'agence s'en fiche",1 étoile,il y a 9 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK CCMH+VCP, Agadir 80000","CCMH+VCP, Agadir 80000",AGADIR,Très mauvais service client,1 étoile,il y a 3 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK CCMH+VCP, Agadir 80000","CCMH+VCP, Agadir 80000",AGADIR,Personnel formidable,5 étoiles,il y a 3 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK CCMH+VCP, Agadir 80000","CCMH+VCP, Agadir 80000",AGADIR,Merci,5 étoiles,il y a 2 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK WMCG+8FJ, Bd Hassan II, Berkane","WMCG+8FJ, Bd Hassan II, Berkane",BERKANE,Porte pas considération des étrangers marocain vive on Belgique,1 étoile,il y a 4 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK WMCG+8FJ, Bd Hassan II, Berkane","WMCG+8FJ, Bd Hassan II, Berkane",BERKANE,Attention c'est des arnaqueurs,1 étoile,il y a 3 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK WMCG+8FJ, Bd Hassan II, Berkane","WMCG+8FJ, Bd Hassan II, Berkane",BERKANE,Mauvais service,1 étoile,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK WMCG+8FJ, Bd Hassan II, Berkane","WMCG+8FJ, Bd Hassan II, Berkane",BERKANE,😍😍😍😍😍 …,3 étoiles,il y a 7 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK WMCG+8FJ, Bd Hassan II, Berkane","WMCG+8FJ, Bd Hassan II, Berkane",BERKANE,"Que la paix, la miséricorde et les bénédictions de Dieu soient sur vous. Puis-je avoir de l'aide auprès d'une agence ? Que Dieu vous récompense bien.",4 étoiles,il y a une semaine
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK WMCG+8FJ, Bd Hassan II, Berkane","WMCG+8FJ, Bd Hassan II, Berkane",BERKANE,Bienvenue à Hamdoulilah,5 étoiles,il y a 2 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 32 N2, Berkane 60300","32 N2, Berkane 60300",BERKANE,Bon,5 étoiles,il y a 7 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK WMMF+7VJ, Berkane","WMMF+7VJ, Berkane",BERKANE,Impossible de joindre quelqu'un au téléphone pas sérieux plusieurs jours d appel personne répond pour me renseigner je trouve ça dommage un gros défaut des employés de banque au Maroc,1 étoile,il y a une semaine
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK WMMF+7VJ, Berkane","WMMF+7VJ, Berkane",BERKANE,La meilleure ♡,5 étoiles,il y a 4 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK WMMF+7VJ, Berkane","WMMF+7VJ, Berkane",BERKANE,Du Royaume-Uni..nous nous sommes arrêtés pour changer des livres en dirhams..servis par une charmante dame qui parlait bien anglais..merci,5 étoiles,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK WMMF+7VJ, Berkane","WMMF+7VJ, Berkane",BERKANE,L'utilisateur de ce compte demande des informations privées,1 étoile,il y a 3 mois
AL BARID BANK,"AL BARID BANK 2572+68F, N1, Rabat","2572+68F, N1, Rabat",BERKANE,"Staff serviable et aimable.
Frais de la banque sont abordables et raisonables.
Et bien sûr l'application BBM facilite les opérations nécessaires dans le quotidien sans se déplacer (virements , mandats et autres ...)",4 étoiles,il y a 4 ans
AL BARID BANK,"AL BARID BANK 2572+68F, N1, Rabat","2572+68F, N1, Rabat",BERKANE,"Agence Barid Cash Rabat Diour Jamaa

BARID CASH
Créée en 2014, Barid Cash filiale d’Al Barid Bank offre un service de transfert simple et rapide pour envoyer et recevoir de l’argent au Maroc et à l’étranger.

Barid Cash s’est imposé une cadence de développement accélérée avec pour axe principal la diversification de sa gamme de produits et services ainsi que la densification de son réseau d’agences.

Barid Cash vous offre également une panoplie complète de services de proximité tels que le paiement mobile le paiement de factures de taxes et impôts, l’achat de ticket de transport",5 étoiles,il y a 2 ans
AL BARID BANK,"AL BARID BANK 2572+68F, N1, Rabat","2572+68F, N1, Rabat",BERKANE,Service de caisse médiocre,2 étoiles,il y a 4 ans
AL BARID BANK,"AL BARID BANK 2572+68F, N1, Rabat","2572+68F, N1, Rabat",BERKANE,"Le pire service client que j'aie jamais connu. Surtout à la réception. Pour récupérer mes colis, elle ne sait pas comment les confirmer dans le système. Et c'est dommage que l'agent de sécurité ne respecte pas la liste d'attente. Du coup, un employé est venu me chercher et il a été servi rapidement, car ils se connaissent. Je ne comprends pas pourquoi nous sommes en 2023 et que les bureaux marocains sont toujours pareils.",1 étoile,il y a 2 ans
AL BARID BANK,"AL BARID BANK 2572+68F, N1, Rabat","2572+68F, N1, Rabat",BERKANE,Très mauvaise expérience avec la banque Barid,1 étoile,il y a un mois
AL BARID BANK,"AL BARID BANK 2572+68F, N1, Rabat","2572+68F, N1, Rabat",BERKANE,Service épouvantable. Manque de personnel. De longues heures d'attente.,2 étoiles,il y a 5 ans
AL BARID BANK,"AL BARID BANK 2572+68F, N1, Rabat","2572+68F, N1, Rabat",BERKANE,Bon,5 étoiles,il y a 3 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE WMJF+PCF, P6011, Berkane","WMJF+PCF, P6011, Berkane",BERKANE,La dame a l'accueil très professionnel et accueillante. Très satisfait de la banque.,5 étoiles,il y a un an
BANQUE POPULAIRE,"BANQUE POPULAIRE WMJF+PCF, P6011, Berkane","WMJF+PCF, P6011, Berkane",BERKANE,Services comptables,5 étoiles,il y a 2 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE WMJF+PCF, P6011, Berkane","WMJF+PCF, P6011, Berkane",BERKANE,Des gens sympathiques et pas de longues files d'attente.,4 étoiles,il y a 9 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE WMJF+PCF, P6011, Berkane","WMJF+PCF, P6011, Berkane",BERKANE,Tout le monde est gentil,5 étoiles,il y a un an
BANQUE POPULAIRE,"BANQUE POPULAIRE WMJF+PCF, P6011, Berkane","WMJF+PCF, P6011, Berkane",BERKANE,Banque,4 étoiles,il y a 7 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE N2, Berkane 60300","N2, Berkane 60300",BERKANE,La meilleure banque populaire,5 étoiles,il y a 2 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE N2, Berkane 60300","N2, Berkane 60300",BERKANE,"Pendant les mois d'été, il y a facilement un temps d'attente de 2 heures pour des services simples au comptoir. Les comptoirs sont nombreux mais la plupart sont fermés !",2 étoiles,il y a 9 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE 24 Av. Ibn Sina, Berkane","24 Av. Ibn Sina, Berkane",BERKANE,Top Services ....,4 étoiles,il y a 5 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE 24 Av. Ibn Sina, Berkane","24 Av. Ibn Sina, Berkane",BERKANE,Banque centrale,5 étoiles,il y a 8 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE WM73+H6F, Berkane","WM73+H6F, Berkane",BERKANE,"Personnel non accueillant, guichet automatique non fonctionnel souvent...Mauvaise expérience !",1 étoile,il y a 2 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE WM73+H6F, Berkane","WM73+H6F, Berkane",BERKANE,Un bon lieu pour changer le devise ou recevoir l'argent ou utiliser  la carte guichet,3 étoiles,il y a 5 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE WM73+H6F, Berkane","WM73+H6F, Berkane",BERKANE,Banque populaire route nador .sidi slimane charraâ,3 étoiles,il y a 5 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE WM73+H6F, Berkane","WM73+H6F, Berkane",BERKANE,très bon emplacement,5 étoiles,il y a 7 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE WM73+H6F, Berkane","WM73+H6F, Berkane",BERKANE,(son,4 étoiles,il y a 4 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE WMJ7+38V, Av. Allal El Fassi, Berkane","WMJ7+38V, Av. Allal El Fassi, Berkane",BERKANE,"Banque à fuir
Il demande des frais supplémentaires
Vous demander à solder un crédit il vous demande le double
Faites un crédit en France et pas au maroc

Service nul
De frais exorbitants
La direction ignore vos contestation
Ils prélèvent des mensualités sans raison

Éviter un conseil la banque Chaabi a Berkane",1 étoile,il y a un mois
BANQUE POPULAIRE,"BANQUE POPULAIRE WMJ7+38V, Av. Allal El Fassi, Berkane","WMJ7+38V, Av. Allal El Fassi, Berkane",BERKANE,"Bon accueil, service rapide",5 étoiles,il y a 4 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE WMJ7+38V, Av. Allal El Fassi, Berkane","WMJ7+38V, Av. Allal El Fassi, Berkane",BERKANE,Excellent emplacement,4 étoiles,il y a 7 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE 93 angle boukevard El Wifaq et Lahbous lot Saidi Berkane 60300, Bd Al Wifak, Berkane","93 angle boukevard El Wifaq et Lahbous lot Saidi Berkane 60300, Bd Al Wifak, Berkane",BERKANE,"bonjour
Suite au décès de ma mère du 17.08.2024 j'ai dépose une demande de remboursement de mon billet par lettre RA a ce jour aucune réponse à ma demande
En plus en paie une assurance pour rien
Mme HARFACHA",1 étoile,il y a 6 mois
BANQUE POPULAIRE,"BANQUE POPULAIRE 93 angle boukevard El Wifaq et Lahbous lot Saidi Berkane 60300, Bd Al Wifak, Berkane","93 angle boukevard El Wifaq et Lahbous lot Saidi Berkane 60300, Bd Al Wifak, Berkane",BERKANE,Bonne équipe avec un grand professionnalisme,5 étoiles,il y a 7 mois
BANQUE POPULAIRE,"BANQUE POPULAIRE 93 angle boukevard El Wifaq et Lahbous lot Saidi Berkane 60300, Bd Al Wifak, Berkane","93 angle boukevard El Wifaq et Lahbous lot Saidi Berkane 60300, Bd Al Wifak, Berkane",BERKANE,La meilleure agence avec laquelle j'ai eu affaire.,5 étoiles,il y a 6 mois
BANQUE POPULAIRE,"BANQUE POPULAIRE 93 angle boukevard El Wifaq et Lahbous lot Saidi Berkane 60300, Bd Al Wifak, Berkane","93 angle boukevard El Wifaq et Lahbous lot Saidi Berkane 60300, Bd Al Wifak, Berkane",BERKANE,Une des meilleures agences de Berkane.,5 étoiles,il y a 6 mois
BANQUE POPULAIRE,"BANQUE POPULAIRE 93 angle boukevard El Wifaq et Lahbous lot Saidi Berkane 60300, Bd Al Wifak, Berkane","93 angle boukevard El Wifaq et Lahbous lot Saidi Berkane 60300, Bd Al Wifak, Berkane",BERKANE,Très mauvais service client et longue attente,1 étoile,il y a 7 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE 93 angle boukevard El Wifaq et Lahbous lot Saidi Berkane 60300, Bd Al Wifak, Berkane","93 angle boukevard El Wifaq et Lahbous lot Saidi Berkane 60300, Bd Al Wifak, Berkane",BERKANE,Bon service,5 étoiles,il y a 7 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE 93 angle boukevard El Wifaq et Lahbous lot Saidi Berkane 60300, Bd Al Wifak, Berkane","93 angle boukevard El Wifaq et Lahbous lot Saidi Berkane 60300, Bd Al Wifak, Berkane",BERKANE,Très mauvais,1 étoile,il y a 8 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE WMC7+C94, Rue El Borj, Berkane","WMC7+C94, Rue El Borj, Berkane",BERKANE,Gentil employé,5 étoiles,il y a 6 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE WMFR+C33, Bd Nouasseur, Berkane","WMFR+C33, Bd Nouasseur, Berkane",BERKANE,"Oui, mais il n'y a pas de Dieu et de ses compagnons, que la paix et la bénédiction soient sur lui",5 étoiles,il y a 7 ans
BANQUE POPULAIRE,"BANQUE POPULAIRE WMFR+C33, Bd Nouasseur, Berkane","WMFR+C33, Bd Nouasseur, Berkane",BERKANE,Les mots,5 étoiles,il y a 6 ans
BMCI BANK,"BMCI BANK WMF8+X7Q, N2, Berkane","WMF8+X7Q, N2, Berkane",BERKANE,"Je réside en France et ouvert un compte a la BMCE depuis 7 ans. Depuis 3 ans je demande à bénéficier du code d'accès pour gérer mon compte depuis ma plate forme. Je n'ai jamais eu de réponse. Au mois d'octobre 2023 pendant les vacances de Toussaint, j'ai emmené toute la famille. En sachant que j'ai la somme de 130 000 dirhams sur mon compte, je suis allé retirer une petite somme. J'apprends que mon compte a été verrouillé depuis avril 2023 soit 6 mois avant. Sans que je ne sois informé, mon compte a été pirate, on l'a vide la somme de 120 000 dirhams par des arnaqueurs. En voyant que je n'était pas à l'origine de ses transfert, ils ont bloqué le compte tardivement. En une seule journée il y a eu 5 transactions de 20000 dirhams chacune.
Lorsque j'ai demandé des explications au directeur de l'agence. Aucubrvteponse de sa part et aucun conseil pour pouvoir récupérer mon argent. La seule chose que j'ai pu faire est de porter plainte au commissariat et au tribunal de Berkane.
Au retour en France, j'ai envoyé 25 emails sans avoir de réponse de leur part. J'ai alerté l'agence intermédiaire a Orleans, ont envoyé également des emails a leurs collègues de l'agence de Berkane et n'ont aucune réponse de la part de ce directeur. Ils l'ont conseillé de porter plainte contre l'agence et don directeur. J'en conclue que cette agence est dans le coup. Mêle la police judiciaire de Berkane, ça ne peut être qu'eux a l'origine de cette arnaque. J'attends toujours une solution.",1 étoile,il y a un an
